Team,Conference,G,AB,R,H,2B,3B,TB,HR,IBB,BB,HBP,RBI,SF,SH,K,KL,DP,GDP,TP,SB,CS,Picked,GO,FO,IP,HA,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,HR-A,CSO,WP,BK,HB,KL,IBB,CG,Inh Run,Inh Run Score,SHA,SFA,CIA,GO,FO,SV,PO,A,E,CI,PB,SBA,CSB,TC,IDP,TP
Seton Hall,Big East,48,"1,264",214,350,84,13,565,35,1,136,21,193,11,7,260,82,17,6,,39,10,,307,335,317,394,254,194,143,250,2,"1,522","1,328",65,8,35,,23,,22,53,,,,,20,9,,372,278,,951,372,68,,13,91,9,"1,391",17,
SFA,Southland,59,"1,600",226,438,70,2,602,30,2,130,54,206,6,72,235,61,22,15,,45,7,,534,412,410.1,324,167,137,191,455,9,"1,765","1,508",57,5,31,,21,,20,94,,,,,37,9,,270,474,,"1,231",284,43,,12,80,11,"1,558",5,
Siena,MAAC,47,"1,219",162,323,54,3,440,19,4,112,33,151,11,29,197,66,13,2,,24,11,,371,328,310.2,338,209,176,158,213,6,"1,458","1,230",64,6,29,,16,,28,68,1,,,,34,8,,349,334,,932,351,46,,9,55,9,"1,329",12,
SIUE,OVC,44,"1,179",196,320,66,12,473,21,,100,33,159,11,21,206,58,9,1,,77,19,,298,339,285.1,341,260,225,162,182,1,"1,410","1,176",76,14,37,,17,,39,51,,,,,22,11,,251,393,,856,260,43,,6,40,13,"1,159",6,
South Alabama,Sun Belt,49,"1,333",249,388,76,4,631,53,,152,31,233,6,21,237,46,13,13,,15,6,,315,379,320.1,354,275,222,214,210,4,"1,610","1,295",50,9,35,,59,,66,52,4,,,,22,13,,369,342,,961,384,70,,2,63,9,"1,415",19,
South Carolina,SEC,57,"1,505",335,460,95,8,802,77,1,200,70,323,19,21,244,81,25,1,,42,5,,371,442,377,340,195,159,172,284,6,"1,684","1,443",65,11,37,,33,,30,65,,,,,25,13,1,395,406,,"1,131",397,65,1,11,26,11,"1,593",21,
South Carolina St.,MEAC,36,748,50,152,21,1,181,2,,59,6,47,2,9,202,35,10,7,,15,4,,199,180,182.1,331,358,286,247,48,,"1,154",860,67,11,16,,60,,21,9,,,,,9,17,,261,189,,548,279,62,,32,168,11,889,8,
South Dakota,Summit League,61,"1,653",280,473,63,12,683,41,2,143,20,257,17,20,214,51,20,11,,36,18,,534,393,401,463,275,219,151,193,11,"1,863","1,625",59,8,47,,17,,31,76,,,,,49,7,,457,499,,"1,203",462,81,,5,40,11,"1,746",30,
South Dakota St.,Summit League,56,"1,511",298,415,82,12,656,45,2,213,29,265,10,5,267,68,13,5,,44,10,,348,446,371.1,408,217,187,138,187,7,"1,666","1,472",77,6,27,,16,,26,44,1,,,,24,6,,502,362,,"1,114",534,49,,7,50,19,"1,697",22,
South Fla.,AAC,60,"1,524",192,373,53,7,512,24,1,153,23,179,18,35,261,77,16,6,,73,21,,478,418,426,319,141,130,128,379,18,"1,773","1,574",36,5,39,,12,,43,115,13,,,,23,5,,350,514,,"1,278",337,43,,2,26,8,"1,658",15,
Southeast Mo. St.,OVC,64,"1,667",363,501,79,24,850,74,3,180,48,318,11,29,310,82,18,7,,89,28,,403,435,414,381,203,161,145,331,14,"1,792","1,571",49,1,41,,29,,30,90,4,,,,32,12,2,364,501,,"1,242",380,58,2,5,36,11,"1,680",24,1
Southeastern La.,Southland,57,"1,545",300,465,73,14,623,19,,176,21,246,14,49,196,37,14,3,,227,29,,495,382,392.1,383,191,154,124,151,10,"1,727","1,528",72,7,19,,14,,25,44,6,,,,37,12,1,543,443,,"1,177",535,74,1,3,46,12,"1,786",15,
Southern Ill.,MVC,49,"1,267",265,383,57,4,580,44,1,178,42,235,13,50,207,69,22,8,,44,11,,335,361,334.2,313,153,134,104,242,10,"1,437","1,283",43,6,30,,6,,22,80,,,,,20,8,,353,378,,"1,004",366,29,,7,23,8,"1,399",12,
Southern Miss.,C-USA,52,"1,351",246,386,76,8,571,31,1,162,23,208,16,32,167,49,17,7,,64,6,,393,400,343.1,310,152,116,103,237,10,"1,486","1,327",57,7,18,,13,,32,86,,,,,17,7,,364,398,,"1,030",362,45,,6,50,6,"1,437",11,
Southern U.,SWAC,35,858,89,197,21,2,231,3,2,92,10,79,4,36,152,38,5,,1,48,16,,292,202,228.2,258,162,119,87,143,1,"1,072",950,40,9,15,,5,,14,38,,,,,16,5,,268,236,,686,284,73,,4,64,8,"1,043",4,
Southern Utah,Big Sky,40,"1,066",158,293,50,5,419,22,,70,31,145,4,38,200,38,16,3,,24,10,,303,272,255,420,304,247,136,66,,"1,351","1,127",65,11,41,,44,,32,16,,,,,37,18,,332,317,,765,336,60,1,6,46,11,"1,161",20,
St. Bonaventure,Atlantic 10,45,"1,119",135,269,47,7,372,14,,104,23,111,6,15,254,65,13,8,,55,9,,306,276,274.2,419,326,260,152,151,,"1,444","1,224",81,12,44,,26,,29,53,,,,,26,12,1,289,342,,824,291,69,1,8,74,7,"1,184",11,
St. John's (NY),Big East,48,"1,241",244,354,66,7,575,47,2,154,33,230,9,24,267,63,15,4,,71,22,,308,307,317,359,260,199,182,245,6,"1,520","1,285",66,14,44,,19,,26,65,,,,,16,11,,258,409,,951,270,57,,5,29,15,"1,278",11,
Stanford,Pac-12,53,"1,338",247,369,63,25,569,29,4,165,35,207,12,19,210,70,17,7,,41,8,,351,398,347,352,208,163,121,220,6,"1,549","1,350",53,6,39,,11,,33,58,2,,,,31,13,1,361,421,,"1,041",374,55,1,3,10,6,"1,470",19,
Stetson,ASUN,47,"1,217",137,294,36,3,360,8,1,119,27,125,10,29,201,70,12,6,,77,20,,389,317,318,406,233,151,114,119,4,"1,513","1,334",57,7,15,,14,,28,47,8,,,,30,7,,396,402,,954,407,60,,7,63,15,"1,421",11,
Stony Brook,America East,51,"1,364",250,395,78,4,631,50,1,154,27,237,12,28,208,52,14,4,,29,11,,374,388,339.2,358,155,120,74,241,10,"1,471","1,348",52,7,29,,10,,16,76,1,,,,23,10,,372,364,,"1,019",385,57,,7,32,7,"1,461",10,
Syracuse,ACC,53,"1,284",234,338,73,14,520,27,,158,39,195,13,25,254,71,20,7,,47,14,,326,357,322.2,375,280,216,209,301,6,"1,600","1,312",85,12,32,,26,,44,82,,,,,17,18,,301,325,,968,321,59,,14,68,10,"1,348",12,
Tennessee,SEC,60,"1,548",345,467,70,10,704,49,1,193,44,310,13,24,285,86,18,5,,68,11,,439,345,387,285,137,122,110,426,14,"1,587","1,427",40,5,46,,22,,22,85,4,,,,21,7,,336,376,,"1,161",334,34,,13,34,6,"1,529",9,
Tennessee St.,OVC,42,"1,088",128,271,35,6,357,13,,102,24,102,8,21,226,76,16,11,,35,9,,271,314,278.1,380,240,169,95,104,2,"1,348","1,188",72,13,24,,29,,22,32,,,,,26,16,1,406,288,,835,408,71,1,10,92,12,"1,314",17,
Tennessee Tech,OVC,45,"1,188",178,287,42,4,457,40,,96,23,164,6,6,193,46,12,7,,34,12,,361,314,296.2,318,233,181,150,193,6,"1,387","1,173",61,5,40,,37,,23,54,,,,,32,9,,315,347,,890,341,58,,7,73,16,"1,289",9,
Texas,Big 12,63,"1,610",317,487,91,13,727,41,1,170,30,283,12,39,171,40,19,14,,61,15,,519,423,407.1,279,131,99,110,420,22,"1,654","1,490",53,5,28,,16,,24,101,1,,,,25,4,1,438,327,,"1,222",451,65,1,4,20,8,"1,738",17,
Texas A&M,SEC,55,"1,390",243,380,54,6,542,32,3,148,33,216,26,31,205,47,18,10,,41,4,,397,415,361.2,369,236,191,177,211,7,"1,648","1,394",52,3,42,,21,,31,75,4,,,,33,13,,446,375,,"1,085",484,57,,3,33,12,"1,626",27,
Texas Southern,SWAC,52,"1,333",194,356,58,14,520,26,2,129,14,171,12,34,218,63,16,9,,42,12,,398,359,339,417,245,178,129,214,7,"1,620","1,403",53,2,26,,21,,23,49,,,,,41,24,,367,406,,"1,011",364,80,,12,61,10,"1,455",5,
Texas St.,Sun Belt,54,"1,357",237,354,60,6,507,27,1,221,35,213,10,50,152,61,18,8,,92,11,,481,390,353.1,381,209,179,114,216,9,"1,578","1,406",70,1,43,,18,,16,52,,,,,32,8,2,360,450,,"1,060",356,55,2,5,41,9,"1,471",15,
Texas Tech,Big 12,58,"1,512",352,483,74,16,784,65,,203,29,307,16,34,281,74,20,12,,85,19,,352,394,379,322,187,164,180,341,12,"1,671","1,406",62,7,42,,20,,40,84,,,,,34,11,,388,375,,"1,137",393,44,,6,32,10,"1,574",15,
Toledo,MAC,57,"1,501",250,397,76,3,599,40,,189,49,236,14,28,265,86,10,6,,38,12,,371,462,377.2,410,267,213,216,307,6,"1,812","1,485",79,16,34,,16,,65,98,,,,,35,10,1,355,415,,"1,133",381,59,1,5,74,23,"1,573",10,
Towson,CAA,54,"1,435",253,392,84,16,607,33,1,164,21,220,17,18,218,51,20,6,,48,7,,391,413,357,385,232,182,166,292,5,"1,656","1,413",64,5,37,,22,,38,79,,,,,27,12,,326,406,,"1,071",329,58,,11,44,12,"1,458",9,
Troy,Sun Belt,57,"1,466",230,386,69,4,538,25,1,183,61,220,9,49,215,51,11,7,,41,7,,461,420,385.1,313,177,151,127,352,10,"1,614","1,423",60,3,43,,18,,28,101,,,,,24,11,1,276,491,,"1,156",280,39,1,9,44,10,"1,475",14,
Tulsa,AAC,57,"1,521",255,411,68,8,579,28,1,168,38,238,12,13,228,66,24,15,,43,9,,417,440,384,351,204,154,135,291,10,"1,687","1,484",58,5,36,,30,,24,61,,,,,35,7,2,423,402,,"1,152",440,71,2,4,40,12,"1,663",15,
UAB,C-USA,50,"1,361",218,395,84,8,570,25,,99,42,199,13,11,132,38,18,5,,32,6,,407,404,324.2,373,249,202,164,216,2,"1,539","1,303",72,8,35,,17,,38,75,1,,,,21,13,,348,351,,974,367,59,,8,46,17,"1,400",26,
UC Davis,Big West,53,"1,375",249,382,58,10,562,34,,149,18,217,15,32,227,56,16,7,,45,11,,419,346,357.2,279,122,95,118,342,16,"1,494","1,293",39,5,16,,26,,37,59,,,,,38,8,,271,425,,"1,073",307,43,,6,19,9,"1,423",16,
UC Riverside,Big West,53,"1,350",217,370,60,7,519,25,2,139,43,192,10,21,171,34,25,9,1,33,7,,440,358,347.1,400,270,214,178,187,4,"1,651","1,404",69,7,50,,27,,32,52,9,,,,24,13,,391,418,,"1,042",403,56,,7,47,11,"1,501",15,
UC Santa Barbara,Big West,52,"1,388",136,357,38,10,424,3,,89,19,118,9,29,198,44,15,6,,17,8,,457,365,336.2,420,267,214,145,178,1,"1,645","1,405",65,10,33,,24,,44,48,2,,,,36,15,,369,427,,"1,010",363,59,,6,49,10,"1,432",12,
UCF,AAC,55,"1,407",191,366,77,10,511,16,3,146,27,165,11,45,267,72,12,6,,64,17,,378,411,380.1,312,133,102,131,294,10,"1,615","1,428",40,11,30,,11,,27,81,,,,,22,7,,357,446,,"1,141",359,56,,12,38,11,"1,556",12,
UCLA,Pac-12,62,"1,685",436,572,90,13,922,78,2,210,25,398,18,22,268,79,19,9,,61,8,,406,413,405,254,100,83,91,502,20,"1,614","1,467",40,6,34,,10,,42,123,1,,,,12,1,1,320,369,,"1,215",335,42,1,9,24,7,"1,592",14,
UConn,AAC,50,"1,328",194,342,54,2,484,28,,127,17,177,9,16,257,65,13,8,,30,8,,407,304,326.2,324,177,147,139,283,8,"1,476","1,274",56,6,23,,18,,17,68,,,,,31,15,,257,408,,980,264,52,,7,36,12,"1,296",12,
UIC,Horizon,55,"1,434",337,463,75,11,713,51,,188,16,295,13,32,252,65,10,5,,78,11,,411,301,339.2,359,249,205,182,179,12,"1,599","1,345",46,7,29,,18,,39,63,,,,,26,7,,457,332,,"1,019",450,58,,10,33,10,"1,527",27,
UIW,Southland,48,"1,199",117,247,24,5,341,20,,100,32,100,4,22,253,82,9,4,,17,6,,341,340,299.2,453,306,250,149,117,3,"1,550","1,324",79,16,37,,13,,32,34,,,,,33,12,,345,401,,899,349,57,,5,113,11,"1,305",4,
ULM,Sun Belt,56,"1,408",195,328,51,5,449,20,,157,38,170,9,32,268,78,18,10,,65,19,,442,356,353.1,497,343,282,212,146,2,"1,770","1,502",95,11,46,,29,,14,40,4,,,,28,14,,471,373,,"1,059",493,65,,8,62,14,"1,617",29,
UMass Lowell,America East,48,"1,310",213,351,63,5,550,42,11,144,24,195,16,13,249,81,14,12,,26,4,,337,355,322,379,196,159,108,171,6,"1,452","1,303",60,9,26,,20,,8,43,,,,,20,12,1,376,373,,966,404,52,1,6,29,14,"1,422",12,
UMBC,America East,54,"1,417",226,392,61,11,538,21,,103,30,200,9,25,213,58,13,4,,65,7,,400,382,349,263,179,140,173,392,17,"1,521","1,297",48,8,24,,60,,24,76,1,,,,21,6,,290,326,,"1,047",304,72,,14,58,15,"1,423",8,
UMES,MEAC,39,891,111,206,46,1,272,6,3,102,15,88,7,27,162,40,8,1,,41,10,,263,262,222,372,300,237,122,93,1,"1,195","1,002",66,15,30,,31,,27,23,1,,,,25,19,,181,345,,666,206,71,,7,91,20,943,11,
UNC Greensboro,SoCon,56,"1,458",255,386,72,3,638,58,,181,43,239,9,32,244,47,17,10,,17,3,,380,443,374.1,362,228,171,103,351,8,"1,637","1,472",71,6,63,,21,,25,71,,,,,25,12,,323,414,,"1,123",334,68,,8,37,12,"1,525",12,
UNCW,CAA,54,"1,359",224,331,63,13,537,39,1,163,63,205,19,10,303,73,14,7,,50,11,,248,467,351,382,246,199,135,194,8,"1,615","1,428",57,8,31,,24,,25,66,,,,,22,5,,493,321,,"1,053",486,75,,5,49,11,"1,614",21,
UNI,MVC,51,"1,365",261,359,49,6,597,59,2,176,41,241,14,5,236,51,11,4,,44,13,,327,417,337,370,206,161,135,220,8,"1,521","1,337",60,3,30,,18,,15,60,1,,,,28,5,1,425,316,,"1,011",440,53,1,1,32,17,"1,504",18,
UNLV,Mountain West,50,"1,364",257,428,63,12,620,35,4,141,17,236,20,27,163,40,21,3,,55,7,,378,405,342.2,339,131,117,103,261,14,"1,484","1,321",53,3,18,,5,,33,84,1,,,,18,7,2,358,366,,"1,028",370,30,2,11,18,8,"1,428",26,
USC Upstate,Big South,56,"1,427",309,438,59,8,648,45,1,159,22,276,19,45,181,45,10,5,,156,16,,409,415,366.2,269,122,90,111,378,18,"1,502","1,330",37,4,14,,14,,28,99,4,,,,25,8,,335,355,,"1,100",327,38,,6,30,12,"1,465",20,
UT Arlington,Sun Belt,63,"1,708",313,528,69,9,687,24,3,185,31,271,15,82,157,65,18,16,,81,23,,586,471,432.1,481,247,210,127,165,6,"1,915","1,698",66,3,64,,23,,35,38,,,,,37,18,,443,625,,"1,297",463,57,,2,33,12,"1,817",25,
UT Martin,OVC,56,"1,389",237,374,61,6,519,24,,119,34,198,15,49,205,47,12,5,1,130,22,,426,382,360,389,199,161,114,195,7,"1,613","1,422",57,8,36,,9,,38,63,,,,,29,10,,414,424,,"1,080",404,50,,4,52,13,"1,534",17,
Utah,Pac-12,54,"1,344",209,371,63,14,576,38,,139,35,190,8,38,240,71,20,5,,34,12,,420,315,332.2,456,348,298,214,135,2,"1,673","1,394",93,18,59,,50,,19,39,3,,,,28,17,1,492,312,,998,515,58,1,5,24,11,"1,571",28,
Utah St.,Mountain West,47,"1,239",226,341,54,3,545,48,1,134,50,215,8,8,267,75,16,6,,10,4,,274,336,289,381,271,232,138,154,5,"1,426","1,231",72,5,58,,40,,29,60,,,,,18,9,1,344,341,,867,357,54,1,12,37,7,"1,278",12,
Utah Valley,WAC,46,"1,204",198,344,67,4,533,38,,120,18,181,8,28,231,63,10,5,,31,11,,322,304,285,455,278,226,122,109,2,"1,458","1,264",73,10,41,,12,,23,40,1,,,,34,15,,379,313,,855,371,72,,11,40,9,"1,298",27,
UTEP,C-USA,50,"1,294",221,370,64,6,593,49,2,127,26,206,7,17,255,70,11,4,,18,7,,323,330,300,371,337,300,313,191,2,"1,587","1,210",57,12,42,,43,,29,62,,,,,23,12,,340,312,,900,378,45,,12,51,16,"1,323",25,
UTSA,C-USA,52,"1,308",181,303,53,9,485,37,1,189,29,162,8,6,335,104,12,6,,31,1,,233,421,332,421,253,192,90,135,7,"1,548","1,397",50,5,45,,21,,19,36,1,,,,27,15,,408,408,,996,393,75,,6,81,8,"1,464",15,
Valparaiso,MVC,47,"1,139",155,249,45,5,370,22,2,125,22,129,11,29,303,80,10,5,,25,10,,296,291,296,350,259,227,227,241,6,"1,490","1,208",58,3,34,,58,,29,63,1,,,,16,10,,250,355,,888,282,47,,8,71,5,"1,217",18,
Villanova,Big East,53,"1,391",281,382,75,14,635,50,,164,38,265,18,12,261,72,11,6,,45,10,,329,397,341,381,238,193,124,235,8,"1,574","1,379",62,10,44,,14,,37,81,1,,,,27,7,,400,348,,"1,023",402,54,,4,38,6,"1,479",9,
Virginia,ACC,53,"1,344",214,361,75,5,605,53,1,119,16,196,18,7,217,54,21,13,1,23,8,,361,386,325,370,299,250,221,265,4,"1,618","1,344",72,14,47,,35,,29,73,,,,,17,7,,296,376,,975,305,79,,12,69,11,"1,359",19,
Virginia Tech,ACC,58,"1,543",395,515,98,9,922,97,,194,39,368,17,12,198,47,20,11,,61,13,,345,468,368,293,149,104,108,359,22,"1,542","1,382",52,7,20,,20,,38,87,1,,,,9,5,,384,330,,"1,104",386,47,,6,29,7,"1,537",16,
Wagner,NEC,44,"1,127",188,314,37,3,405,16,,103,20,166,10,24,217,60,13,8,,38,6,,335,250,271.1,460,298,247,86,104,2,"1,389","1,236",95,16,29,,13,,20,30,,,,,28,19,,334,332,,814,349,57,,8,64,7,"1,220",17,1
Washington,Pac-12,61,"1,643",320,488,73,9,723,48,3,208,29,289,12,25,253,56,15,5,,49,17,,431,459,418.2,271,104,88,98,567,24,"1,660","1,517",39,2,25,,16,,24,134,2,,,,17,4,,384,284,,"1,256",384,33,,2,18,1,"1,673",13,
Weber St.,Big Sky,48,"1,240",216,386,55,13,521,18,2,132,15,195,8,48,212,71,19,5,,37,11,,366,292,306,340,222,183,134,138,5,"1,422","1,240",59,3,28,,21,,18,44,,,,,23,7,,476,268,,918,483,63,,13,45,5,"1,464",16,
Western Caro.,SoCon,53,"1,350",198,320,60,7,511,39,,133,35,181,14,36,220,65,15,2,,14,7,,363,448,342.1,431,284,227,194,173,2,"1,677","1,383",66,6,44,,21,,46,43,,,,,44,10,,427,352,,"1,027",482,68,,16,45,16,"1,577",25,1
Western Ill.,Summit League,40,"1,095",181,281,42,9,389,16,2,159,17,164,12,20,186,71,13,4,,21,4,,360,261,273.1,297,167,142,61,228,2,"1,203","1,097",51,11,35,,8,,16,55,,,,,17,12,,254,312,,820,259,40,,7,30,14,"1,119",3,
Western Ky.,C-USA,50,"1,282",270,373,69,8,605,49,2,137,21,235,17,31,176,58,16,5,,90,18,,385,335,327.2,246,142,126,197,404,13,"1,450","1,208",41,5,26,,34,,18,111,3,,,,22,5,,271,291,,983,276,33,,5,36,8,"1,292",5,
Western Mich.,MAC,46,"1,278",184,352,57,3,499,28,1,88,19,165,5,42,198,48,10,2,,15,2,,403,320,311,325,218,152,128,190,6,"1,432","1,243",67,10,27,,20,,21,47,,,,,37,3,,392,319,,933,404,74,,17,50,5,"1,411",9,
Wichita St.,AAC,56,"1,459",286,409,74,9,654,51,1,209,37,256,8,44,209,64,17,15,,34,6,,424,423,371.2,323,203,176,183,225,7,"1,630","1,378",69,10,41,,34,,24,68,,,,,33,12,,449,394,,"1,115",449,39,,12,43,16,"1,603",25,
Winthrop,Big South,55,"1,456",254,383,72,12,572,31,1,154,58,224,17,24,211,49,20,12,,41,6,,375,468,362,398,241,195,127,290,5,"1,642","1,454",63,8,42,,26,,25,58,1,,,,24,12,,345,412,,"1,086",332,64,,9,75,16,"1,482",10,
Wisconsin,Big Ten,57,"1,451",334,402,83,9,698,65,1,234,36,302,12,39,344,84,17,5,,67,23,,327,374,375.2,343,147,118,134,261,13,"1,614","1,407",46,5,26,,12,,25,72,,,,,43,5,,491,309,,"1,127",514,54,,3,40,10,"1,695",33,
Wright St.,Horizon,55,"1,459",228,385,69,6,511,15,3,170,24,179,15,13,291,81,11,3,,65,15,,387,362,356.2,447,320,205,130,227,2,"1,731","1,523",82,14,23,,44,,34,58,,,,,35,9,,511,299,,"1,070",482,104,,33,67,7,"1,656",10,
Yale,Ivy League,43,"1,146",163,322,42,12,430,14,,102,9,144,8,26,150,30,9,4,,38,12,,403,272,283.1,360,198,152,99,181,3,"1,333","1,175",67,8,18,,43,,27,49,1,,,,24,8,,364,267,,850,380,50,,15,60,9,"1,280",15,
Youngstown St.,Horizon,54,"1,421",157,335,51,5,486,30,3,150,31,143,9,32,315,81,25,13,,20,7,,422,334,372,374,229,178,165,393,9,"1,689","1,448",46,10,35,,22,,34,106,1,,,,33,7,2,310,365,,"1,112",341,65,2,20,100,23,"1,518",9,